epoch,learning_rate,sparsity_mix,train_loss,train_classification,train_regression,train_mae,train_correlation,train_ccc,train_coherence,train_aux_classification,train_aux_regression,train_temporal_sparsity,train_modality_sparsity,valid_accuracy,valid_macro_f1,valid_mae,valid_pearson,valid_selection_score,goals_met,seconds
11,0.0002167211122373619,0.4,0.9778319892482222,0.5116055989376852,0.27417491613147416,0.42512832735186423,0.14401905614638996,0.17129401904400263,0.09276349278532456,0.9037125378011543,0.5603258038792654,2.4984281976646354,0.80781810305943,0.6112637362637363,0.5785645200459452,0.6269161134342929,0.6401899029655944,0.9291360196334859,0,6.7859140999789815
12,0.00021082391973831373,0.4666666666666667,0.9155087287180892,0.4752046822387481,0.2499528708301972,0.39901610902536694,0.12949175868078927,0.15279155913914474,0.09717922873586138,0.8912504332087864,0.5497415801075017,2.4340137053872937,0.7846976797157359,0.6085164835164835,0.5758712058292721,0.6756001912942667,0.6201472274462819,0.9061347548498585,0,6.610961300000781
13,0.00020437188550748183,0.5333333333333333,0.8669187599253432,0.43990327013987246,0.238548770059492,0.38411894384945666,0.11931780064217398,0.1456041302636405,0.10368709071217297,0.8853308486047192,0.541594646522932,2.3790611841968285,0.7929734671227285,0.6236263736263736,0.5995100594750963,0.616642522177734,0.6248729427535329,0.9450962214611489,0,6.311998300021514
14,0.00019740908348093934,0.6,0.8354559969679217,0.41596346954318963,0.233022847047476,0.37845440557069865,0.11351104874477208,0.13322664755527105,0.10823150856472621,0.8736333841475371,0.5449059366065765,2.286067358801298,0.7807149341173261,0.6057692307692307,0.5746420436262886,0.6390697652440305,0.6117040084084251,0.9139573422281743,0,6.318746799981454
15,0.00018998307665671593,0.6666666666666666,0.7841855426815069,0.37796633558295595,0.2205426885145847,0.36470865799444857,0.10610457725614031,0.12416144564887073,0.11338835091234367,0.8668904154100151,0.542455543703008,2.2247225859454858,0.7744160517353877,0.6043956043956044,0.5781800168661483,0.6222751771642284,0.6247551033119375,0.9238539338305687,0,6.285751800023718
16,0.00018214459219129293,0.7333333333333333,0.7376118864968558,0.3487119873828977,0.20409981878561395,0.34414428528224195,0.09862374980873037,0.11688365334662322,0.1186361917964766,0.8651258371700751,0.5312035298236063,2.1657449430394395,0.7703910520143598,0.6016483516483516,0.5761068647482661,0.6149349951149786,0.6232651772083164,0.9238765364457995,0,6.591940699989209
17,0.00017394717488168786,0.8,0.714575524085036,0.33458418879553536,0.1967849676436353,0.3369120054434393,0.09280107177306558,0.10709617850936462,0.12264936737646566,0.8537331774970082,0.5296494598700622,2.1244466460753824,0.736247066025422,0.6153846153846154,0.568577590026175,0.6548788764860717,0.6118807345956446,0.9103075944854213,0,6.801685999991605
18,0.00016544682140019707,0.8666666666666667,0.6997995510279575,0.32182787679066166,0.19624181015190678,0.33396750577142303,0.09274498268822644,0.10703834139298056,0.12455873595219906,0.8498121733977416,0.5274163615480761,2.0737043663720103,0.7323514668740959,0.6043956043956044,0.5545775310751849,0.6625448573012274,0.6128726876625513,0.8962610606776418,0,6.46457409998402
19,0.00015670159778034424,0.9333333333333333,0.6614116408000482,0.29967354725454454,0.18126896782734683,0.31734444688413743,0.08380311114765773,0.09668539840484335,0.1255766763308338,0.84209677326345,0.5233372898302345,1.999263457048719,0.7239964593236692,0.5947802197802198,0.5696567722927376,0.6477953653068123,0.6183789795231092,0.9051155507187391,0,6.311290000012377
20,0.00014777124276699302,1.0,0.6328129322729378,0.2782347394484226,0.17519805301851202,0.31098482402685645,0.08089596980085997,0.09529075778533365,0.13131849091743755,0.833646745325249,0.5215125057811492,1.8854071570334034,0.7157378475242686,0.6085164835164835,0.5771836472847669,0.641654853552649,0.6167972078565387,0.9167636481657457,0,6.222575699997833
