sample_id,status,label_reg,label_cls,consensus_steps,iterations,converged,objective,mean_uncertainty,raw_max_marginal_residual,sinkhorn_converged,max_marginal_residual,monotonic_violations,elapsed_sec,error
-UuX1xuaiiE$_$3,resumed,0.3333333432674408,2,10,3,True,1.392435186965037,0.3156636261822721,9.987295977381683e-05,True,8.326672684688674e-17,0,0.0079,
-UuX1xuaiiE$_$6,resumed,-0.3333333432674408,0,18,4,True,1.654295242205578,0.29872539716769897,9.985609956156011e-05,True,4.7704895589362195e-17,0,0.0094,
-a55Q6RWvTA$_$3,resumed,0.6666666865348816,2,46,4,True,2.0185437652022955,0.2610276556686091,9.996662511739876e-05,True,1.1796119636642288e-16,0,0.0045,
-aNfi7CP8vM$_$7,resumed,0.0,1,19,4,True,2.4473778261559067,0.2876497974530494,9.992756356026061e-05,True,1.6862060028595334e-15,0,0.0068,
-aqamKhZ1Ec$_$0,resumed,-2.0,0,23,5,True,1.5079234897413554,0.23150395455315426,9.993201369872667e-05,True,2.8067973804164754e-15,0,0.009,
-dxfTGcXJoc$_$0,resumed,1.0,2,43,4,True,3.220671680804183,0.22421727156592025,9.983279245795885e-05,True,3.858426561384864e-16,0,0.0078,
-dxfTGcXJoc$_$1,resumed,1.6666666269302368,2,34,5,True,2.2657667069851426,0.2627177827885504,9.974830214580684e-05,True,1.4268369217358443e-15,0,0.0059,
-dxfTGcXJoc$_$2,resumed,0.6666666865348816,2,35,6,True,2.129128550987427,0.25786571332443475,9.974794542706115e-05,True,1.3844344617342907e-15,0,0.0071,
-dxfTGcXJoc$_$6,resumed,0.6666666865348816,2,27,4,True,2.0941392449776757,0.26260940533328436,9.95533367086545e-05,True,7.334670206002496e-16,0,0.0046,
-egA8-b7-3M$_$1,resumed,0.6666666865348816,2,22,4,True,1.7610263971567155,0.2663700527316639,9.963718012271153e-05,True,1.5795671474009264e-15,0,0.0081,
-egA8-b7-3M$_$13,resumed,0.3333333432674408,2,10,3,True,2.207909709410041,0.3387929138768827,9.898636761104807e-05,True,2.693046497912863e-15,0,0.0071,
-egA8-b7-3M$_$16,resumed,0.6666666865348816,2,13,3,True,2.3301598075830863,0.2945193503314682,9.895511088873349e-05,True,1.8746931750329483e-15,0,0.0082,
-egA8-b7-3M$_$17,resumed,0.3333333432674408,2,16,3,True,1.9840139038157143,0.30121156493297024,9.952546062245299e-05,True,1.7768539390635603e-15,0,0.006,
-egA8-b7-3M$_$18,resumed,1.0,2,18,4,True,1.9363840281463955,0.2941962029705088,9.979516824948353e-05,True,1.6613348546196482e-15,0,0.007,
-egA8-b7-3M$_$20,resumed,0.3333333432674408,2,15,5,True,2.1265579478156313,0.32936229551476803,9.941618484761786e-05,True,1.795729050124328e-15,0,0.0058,
-egA8-b7-3M$_$26,resumed,1.6666666269302368,2,13,3,True,2.366590686464854,0.32595632834733057,9.960553591373354e-05,True,1.636742985536124e-15,0,0.0049,
-egA8-b7-3M$_$6,resumed,0.6666666865348816,2,14,3,True,2.3461082884064433,0.2977248466776773,9.967556903043868e-05,True,1.6551847366262073e-15,0,0.0052,
-egA8-b7-3M$_$9,resumed,0.3333333432674408,2,12,3,True,2.3971708440539756,0.3019221845011768,9.967906082641864e-05,True,1.959207487954825e-15,0,0.0064,
-hnBHBN8p5A$_$6,resumed,1.0,2,14,3,True,1.9808794828956557,0.288654988808346,9.991470050281503e-05,True,1.5265566588595902e-16,0,0.007,
-hnBHBN8p5A$_$7,resumed,0.6666666865348816,2,16,4,True,2.6764939227383477,0.30067801432565916,9.885916127236327e-05,True,6.879083269321257e-16,0,0.0081,
-iRBcNs9oI8$_$3,resumed,0.6666666865348816,2,13,4,True,2.1438003694873773,0.29382508574915206,9.908826076397009e-05,True,1.651414595222612e-15,0,0.0047,
-iRBcNs9oI8$_$6,resumed,0.3333333432674408,2,7,3,True,2.1203496885680373,0.3345300898721611,9.983815521594219e-05,True,3.733134527619495e-15,0,0.0073,
-iRBcNs9oI8$_$7,resumed,0.6666666865348816,2,10,4,True,2.9583033514018906,0.3605924572005067,9.935882447920097e-05,True,2.4999550873081776e-15,0,0.0075,
-iRBcNs9oI8$_$8,resumed,1.0,2,18,4,True,2.0606540823313337,0.3126829621216524,9.933388628716872e-05,True,1.5807014652351127e-15,0,0.0075,
-iRBcNs9oI8$_$9,resumed,1.3333333730697632,2,8,3,True,2.723951575841566,0.31211179142195844,9.955573817540392e-05,True,4.003741782554471e-15,0,0.0088,
-lzEya4AM_4$_$5,resumed,-0.6666666865348816,0,17,5,True,2.903462277499266,0.30142799506526075,9.913516903806499e-05,True,1.811514355579624e-15,0,0.005,
-lzEya4AM_4$_$6,resumed,-0.3333333432674408,0,31,4,True,1.847143266845117,0.26568071210823374,9.983705067318112e-05,True,1.7797435706311386e-15,0,0.0092,
-mJ2ud6oKI8$_$1,resumed,0.0,1,14,3,True,2.517640358313682,0.20094644942788892,9.723780202845062e-05,True,9.343525952942855e-12,0,0.0061,
-mJ2ud6oKI8$_$2,resumed,0.0,1,13,3,True,2.5816652518871828,0.2074169685990512,9.939055896229093e-05,True,1.7687740161420606e-11,0,0.0087,
-mJ2ud6oKI8$_$6,resumed,0.3333333432674408,2,6,2,True,1.4305473253718834,0.33930732162012583,9.939772441945605e-05,True,1.1102230246251565e-16,0,0.0053,
-mJ2ud6oKI8$_$8,resumed,-0.3333333432674408,0,10,3,True,1.7750059041098463,0.33766312224023126,9.923285108793482e-05,True,5.551115123125783e-17,0,0.0063,
-mJ2ud6oKI8$_$9,resumed,0.0,1,16,4,True,1.6271874992600717,0.3167302102780025,9.967381579356616e-05,True,5.551115123125783e-17,0,0.0073,
-mqbVkbCndg$_$0,resumed,0.0,1,14,4,True,2.377624341514937,0.32212750406424984,9.990635379551228e-05,True,1.2263187586198466e-15,0,0.0047,
-qDkUB0GgYY$_$6,resumed,1.3333333730697632,2,11,3,True,1.517450769310155,0.3374958061762767,9.969743161596101e-05,True,2.474990601978819e-15,0,0.0054,
-ri04Z7vwnc$_$0,resumed,0.0,1,7,2,True,1.214469995314168,0.3696637252933864,9.987342996052584e-05,True,1.1102230246251565e-16,0,0.0081,
-ri04Z7vwnc$_$2,resumed,-0.3333333432674408,0,14,4,True,3.598036601279783,0.375399734716471,9.940358827646018e-05,True,1.5265566588595902e-16,0,0.0055,
-ri04Z7vwnc$_$5,resumed,0.3333333432674408,2,9,4,True,1.3215432664961981,0.30265173057753864,9.988919823119852e-05,True,8.326672684688674e-17,0,0.0069,
-s9qJ7ATP7w$_$0,resumed,-0.3333333432674408,0,15,4,True,1.9797997450462776,0.3537209513828412,9.934705599913204e-05,True,2.0816681711721685e-16,0,0.0054,
-s9qJ7ATP7w$_$1,resumed,0.6666666865348816,2,11,4,True,1.509224426256496,0.314698384921901,9.979019574605369e-05,True,5.551115123125783e-17,0,0.0068,
-s9qJ7ATP7w$_$4,resumed,0.0,1,10,4,True,1.816179141501482,0.32107467321642585,9.866152492145168e-05,True,8.326672684688674e-17,0,0.0083,
-s9qJ7ATP7w$_$5,resumed,-2.0,0,19,4,True,1.793489662236199,0.28343425232612934,9.92141944115045e-05,True,1.5959455978986625e-16,0,0.0053,
-s9qJ7ATP7w$_$6,resumed,0.0,1,6,2,True,1.2493661383170696,0.3566902828892811,9.987770941212275e-05,True,4.306459015044662e-15,0,0.006,
-s9qJ7ATP7w$_$7,resumed,1.0,2,15,3,True,1.8777473962217244,0.3441453487437898,9.950888989902762e-05,True,1.4954856644511433e-15,0,0.0065,
-s9qJ7ATP7w$_$8,resumed,1.3333333730697632,2,8,3,True,1.501029474943123,0.391137016476932,9.90052592205054e-05,True,4.163336342344337e-17,0,0.0038,
-t217m2on-s$_$2,resumed,0.6666666865348816,2,13,4,True,2.5797228916716652,0.28905867743564556,9.89949532119172e-05,True,1.808794450018969e-15,0,0.0052,
-t217m2on-s$_$7,resumed,-0.6666666865348816,0,36,4,True,2.183889334376622,0.2376250036658597,9.981780151179127e-05,True,4.836691271507122e-16,0,0.0068,
-tANM6ETl_M$_$3,resumed,0.3333333432674408,2,15,4,True,2.450393566196402,0.33727467680846945,9.931819269689418e-05,True,1.490926245116905e-15,0,0.0036,
-tPCytz4rww$_$10,resumed,0.0,1,11,4,True,1.8523103478040364,0.3259645780998737,9.961747088418904e-05,True,2.109382734039565e-15,0,0.0045,
-tPCytz4rww$_$11,resumed,0.0,1,12,4,True,1.7658814284419935,0.3379474589233787,9.943822716297623e-05,True,1.5433561218494578e-15,0,0.0048,
-tPCytz4rww$_$12,resumed,0.0,1,25,4,True,2.218621048077721,0.2742770205736762,9.984124939619449e-05,True,1.5539953021145991e-15,0,0.006,
-tPCytz4rww$_$16,resumed,0.0,1,16,5,True,1.857638041468237,0.297888835450702,9.976848385214593e-05,True,1.5989965801841702e-15,0,0.0064,
-tPCytz4rww$_$18,resumed,0.0,1,15,7,True,2.611992106625861,0.3244219529168909,9.977398453950986e-05,True,1.5084302874500555e-15,0,0.0064,
-uywlfIYOS8$_$4,resumed,0.3333333432674408,2,14,4,True,2.123218247566451,0.3259216642579084,9.95739544199575e-05,True,1.6297631400685853e-15,0,0.0041,
-vxjVxOeScU$_$4,resumed,1.0,2,20,4,True,2.0042837008090055,0.2987276136320853,9.975876558616491e-05,True,1.4358902495598343e-15,0,0.0075,
-wMB_hJL-3o$_$7,resumed,0.3333333432674408,2,14,5,True,3.105947050012554,0.3311512031710745,9.955287690288118e-05,True,2.3783058855642025e-15,0,0.0076,
-wny0OAz3g8$_$0,resumed,0.3333333432674408,2,8,4,True,2.1534489604375477,0.3666800296509699,9.946978736425673e-05,True,2.0982549201589433e-15,0,0.0072,
-wny0OAz3g8$_$1,resumed,0.3333333432674408,2,15,4,True,1.8987463597428171,0.33870297857861353,9.938016411734085e-05,True,1.1917838685847314e-15,0,0.0068,
-wny0OAz3g8$_$2,resumed,-0.3333333432674408,0,15,5,True,2.038823355106699,0.3462184726189148,9.94791109851928e-05,True,1.179175172485263e-15,0,0.0061,
-wny0OAz3g8$_$3,resumed,-1.3333333730697632,0,14,7,True,2.0334851132842022,0.33742097646307107,9.946507469967003e-05,True,1.144371000429335e-15,0,0.0071,
-wny0OAz3g8$_$5,resumed,1.0,2,15,4,True,1.3967510068964573,0.33964643935985417,9.943990131348196e-05,True,1.1774167544431536e-15,0,0.0046,
-wny0OAz3g8$_$7,resumed,0.0,1,18,5,True,1.9177811745223856,0.32739202848613647,9.99210070197383e-05,True,1.167718390592034e-15,0,0.0063,
-wny0OAz3g8$_$9,resumed,0.6666666865348816,2,14,4,True,1.4938565264540387,0.3330738367465341,9.991481930831866e-05,True,1.2167021401763252e-15,0,0.0054,
-yRb-Jum7EQ$_$1,resumed,0.0,1,50,4,True,2.0932731525412995,0.24126056989112019,9.996078618921579e-05,True,2.448944107010238e-15,0,0.0056,
-yRb-Jum7EQ$_$5,resumed,-0.6666666865348816,0,28,4,True,1.5516106343385543,0.2404759254365271,9.958568728583861e-05,True,2.2187370095986094e-15,0,0.0047,
-yRb-Jum7EQ$_$6,resumed,0.0,1,24,4,True,1.992521393877357,0.24302524376226833,9.927908225055085e-05,True,2.5604518505417673e-15,0,0.0047,
