version,split,modality,dimension,mean,std,min,max,zero_ratio
aligned,train,vision,17,-0.1807314050743397,0.7047998604886224,-5.233029842376709,5.985310077667236,0.5721178203240059
aligned,train,vision,18,-0.2635204830858635,0.7246493523876685,-4.813409805297852,6.596779823303223,0.5721178203240059
aligned,train,vision,19,-0.37702614952756236,0.7038856242885132,-7.206960201263428,2.0822999477386475,0.5721178203240059
aligned,train,vision,20,-0.4407323706554783,0.7456076226402386,-5.369219779968262,2.918370008468628,0.5721178203240059
aligned,train,vision,21,-0.3886741149955631,0.7171135891858251,-7.76347017288208,2.4022998809814453,0.5721178203240059
aligned,train,vision,22,-0.645387650919701,1.3540668000487581,-16.216899871826172,2.2924399375915527,0.5721178203240059
aligned,train,vision,23,-0.2005658976384477,0.6096421770936048,-5.243840217590332,4.327509880065918,0.5721178203240059
aligned,train,vision,24,-0.3354978709637945,0.5548171649603443,-4.528910160064697,2.8775100708007812,0.5721178203240059
aligned,train,vision,25,-0.4884283702595786,0.9044707751901833,-7.797609806060791,2.7906999588012695,0.5721178203240059
aligned,train,vision,26,-0.019398636938718725,0.9663726929869563,-5.769889831542969,10.38230037689209,0.5721178203240059
aligned,train,vision,27,-0.15351134428495708,0.7510401167232258,-3.8902499675750732,9.231889724731445,0.5721178203240059
aligned,train,vision,28,-0.8730546709365816,1.336685300306595,-13.878999710083008,2.101639986038208,0.5721178203240059
aligned,train,vision,29,-0.10668466835519448,0.9979215321879852,-7.048530101776123,5.4037299156188965,0.5721178203240059
aligned,train,vision,30,0.11868306851053449,0.2899196649352423,0.0,1.0,0.5722061855670103
aligned,train,vision,31,0.2707187437802662,0.40360270595215886,0.0,0.9998779892921448,0.5722061855670103
aligned,train,vision,32,-0.34212763363840976,4.676791771010269,-37.746498107910156,20.701799392700195,0.5722061855670103
aligned,train,vision,33,-0.2340579810122147,5.9367187272365705,-30.106000900268555,29.028600692749023,0.5722061855670103
aligned,train,vision,34,0.08404809892815268,3.2905095993952727,-15.03849983215332,14.434499740600586,0.5722061855670103
aligned,train,text,0,0.09136032563073092,0.41986244998002203,-2.7120563983917236,2.520815134048462,0.0
aligned,train,text,1,-0.04310076008002454,0.3660585331135626,-2.0347394943237305,2.2843992710113525,0.0
aligned,train,text,2,0.22639961971641026,0.36857365808532416,-1.66657292842865,2.56480073928833,0.0
aligned,train,text,3,0.05390305379809968,0.30141346091564714,-1.7022966146469116,1.5225313901901245,0.0
aligned,train,text,4,0.14146691325310184,0.37087233486989857,-1.988410234451294,2.373711109161377,0.0
aligned,train,text,5,-0.138052625899605,0.3489396916958125,-1.960694670677185,1.8571412563323975,0.0
aligned,train,text,6,0.06507009804371432,0.3476189416998452,-2.091419219970703,2.2009153366088867,0.0
aligned,train,text,7,0.4670569790683698,0.471391990133393,-1.6100488901138306,3.4514172077178955,0.0
aligned,train,text,8,0.04146038291363569,0.37019870179384307,-2.1265857219696045,2.1008501052856445,0.0
aligned,train,text,9,-0.1553393676284377,0.37418755530747433,-2.00639009475708,1.6518256664276123,0.0
aligned,train,text,10,0.08579246409238482,0.3052388786328982,-1.4644250869750977,1.869879961013794,0.0
aligned,train,text,11,-0.09070239736086007,0.39602220152555184,-2.242157459259033,1.4896750450134277,0.0
aligned,train,text,12,0.007189397416986931,0.31818183017005836,-2.0272037982940674,1.86556875705719,0.0
aligned,train,text,13,0.2687287326631039,0.3817216167711442,-1.4747997522354126,2.851679801940918,0.0
aligned,train,text,14,-0.06272476621957383,0.3695520767420257,-2.3325276374816895,2.0903496742248535,0.0
aligned,train,text,15,0.16298612794904407,0.4360885536232479,-1.4443531036376953,2.485875129699707,0.0
aligned,train,text,16,0.09853742502375375,0.33532155051055296,-1.7391034364700317,1.8249232769012451,0.0
aligned,train,text,17,0.04474896867125568,0.33163676010340254,-1.722043752670288,1.664540410041809,0.0
aligned,train,text,18,-0.005224863457489369,0.3872736880882567,-2.6577749252319336,2.5594289302825928,0.0
aligned,train,text,19,0.19484156163582997,0.3919547783983665,-1.785603404045105,2.5521860122680664,0.0
aligned,train,text,20,0.02555003201657569,0.3796548762030295,-1.9011774063110352,2.101698160171509,0.0
aligned,train,text,21,0.04740539539774773,0.31033546946881807,-2.062224864959717,1.7324833869934082,0.0
aligned,train,text,22,-0.06992977758564894,0.3560844436868588,-2.367232322692871,1.7972712516784668,0.0
aligned,train,text,23,0.16299095767651944,0.45767685912293293,-1.3465664386749268,2.669239044189453,0.0
aligned,train,text,24,0.30568794126634996,0.3393328079622078,-1.178322196006775,2.4554824829101562,0.0
aligned,train,text,25,0.05461713241552042,0.37959417444276855,-1.9992090463638306,1.7875431776046753,0.0
aligned,train,text,26,-0.05820028200427369,0.3168116334869384,-1.615211009979248,1.5257850885391235,0.0
aligned,train,text,27,0.04139007078355867,0.34250252281394844,-2.209470510482788,2.269954204559326,0.0
aligned,train,text,28,-0.25989014279805067,0.3225598297825071,-1.9233884811401367,1.5170878171920776,0.0
aligned,train,text,29,-0.04256680402631524,0.3658949900931308,-2.262054204940796,1.7315329313278198,0.0
aligned,train,text,30,0.21861622042207812,0.40598625135441513,-1.711820125579834,2.4741406440734863,0.0
aligned,train,text,31,-0.04377756093018887,0.33975175382900696,-1.8377739191055298,1.9100453853607178,0.0
aligned,train,text,32,-0.054611605681852055,0.4215741065206276,-2.195733070373535,1.8432509899139404,0.0
aligned,train,text,33,-0.022179647233309733,0.40900307383531725,-2.425884485244751,2.004348039627075,0.0
aligned,train,text,34,-0.10958562940209884,0.40778521130090356,-2.480220317840576,2.204493999481201,0.0
aligned,train,text,35,-0.11755171358227642,0.38357543946268013,-2.0113472938537598,1.8288711309432983,0.0
aligned,train,text,36,-0.11649339258015727,0.3393010914711823,-2.4157986640930176,1.9398915767669678,0.0
aligned,train,text,37,-0.002627739166914978,0.35084539364083306,-1.9193629026412964,1.6774260997772217,0.0
aligned,train,text,38,-0.20869103747097822,0.3368082188446175,-2.1148812770843506,1.7805250883102417,0.0
aligned,train,text,39,-0.015269716247762601,0.3354466701236048,-2.0516915321350098,2.0621368885040283,0.0
aligned,train,text,40,-0.33489435960321695,0.42194521182508427,-2.8283679485321045,1.5725440979003906,0.0
aligned,train,text,41,-0.20313464146922172,0.33622323393535014,-2.190885066986084,1.4940319061279297,0.0
aligned,train,text,42,0.03138602087047604,0.34002353620117376,-2.1692745685577393,1.9003527164459229,0.0
aligned,train,text,43,-0.09496539075650681,0.38141293365293,-1.7710072994232178,2.0584332942962646,0.0
aligned,train,text,44,-0.23504403806961688,0.340969661351985,-2.2448441982269287,2.0047667026519775,0.0
aligned,train,text,45,-0.16689024483364773,0.3330419451395249,-2.199937582015991,1.3596235513687134,0.0
aligned,train,text,46,0.23712617848407538,0.6706614074692193,-4.974381923675537,2.817305564880371,0.0
aligned,train,text,47,-0.0636696770115857,0.3599639743010276,-2.270455837249756,1.832305908203125,0.0
aligned,train,text,48,-0.013075730753357526,0.41353228805515185,-2.0948660373687744,2.494281053543091,0.0
aligned,train,text,49,-0.15178844947142964,0.4150551854288026,-2.4522693157196045,1.8280490636825562,0.0
aligned,train,text,50,-0.2232879909806623,0.3906966099263141,-2.3418123722076416,1.7229801416397095,0.0
aligned,train,text,51,0.14399016698527758,0.34287671832787897,-1.9143964052200317,2.739250421524048,0.0
aligned,train,text,52,-0.06351036180234315,0.40697823588585114,-2.554020643234253,2.304734230041504,0.0
aligned,train,text,53,0.02559974855253684,0.3381242957272096,-2.047659397125244,1.736364722251892,0.0
aligned,train,text,54,0.1254198196425661,0.3285793615006108,-1.5238145589828491,2.05645489692688,0.0
aligned,train,text,55,0.2478435197531524,0.45765471677938274,-1.2730112075805664,2.354323387145996,0.0
aligned,train,text,56,-0.056458603735699074,0.3474545103066432,-2.2826626300811768,2.399996042251587,0.0
aligned,train,text,57,-0.33646657124777296,0.40072972556580533,-2.657487154006958,1.382207989692688,0.0
aligned,train,text,58,-0.36269314301059,0.3772238852134677,-2.51405668258667,1.5446633100509644,0.0
aligned,train,text,59,-0.08841607847149224,0.3384632319648174,-2.139737844467163,1.671656608581543,0.0
aligned,train,text,60,0.17738481236598147,0.3734442891160081,-1.854796051979065,2.1854734420776367,0.0
aligned,train,text,61,-0.10452754506308569,0.33034583738258455,-1.8192356824874878,1.8032130002975464,0.0
aligned,train,text,62,0.08053204854423063,0.3143063394574823,-1.6125874519348145,1.9312052726745605,0.0
aligned,train,text,63,-0.21505803569680593,0.412411645807907,-2.368607521057129,1.379725694656372,0.0
aligned,train,text,64,0.14579324025045176,0.35076064316131167,-1.9027974605560303,2.1227316856384277,0.0
aligned,train,text,65,0.053010600102909006,0.36088681981773024,-2.041027069091797,2.2909343242645264,0.0
aligned,train,text,66,0.16607570631047458,0.3979637432245728,-2.1632697582244873,1.9916712045669556,0.0
aligned,train,text,67,0.18406135079598215,0.40450654855128276,-1.5898298025131226,2.390388250350952,0.0
aligned,train,text,68,-0.40185621024604573,0.40568257513060935,-2.9165399074554443,1.5558584928512573,0.0
aligned,train,text,69,-0.008813535060097473,0.43766360248024283,-2.0344491004943848,1.9436414241790771,0.0
aligned,train,text,70,-0.19697789481552166,0.3765921700959351,-2.373075246810913,1.8931134939193726,0.0
aligned,train,text,71,-0.18607791331754955,0.3435993133684489,-1.9371168613433838,2.480164051055908,0.0
aligned,train,text,72,-0.14012713125521462,0.3629949412652799,-2.5350050926208496,2.062234401702881,0.0
aligned,train,text,73,-0.16812314303000958,0.377374375145262,-2.071019172668457,1.9011069536209106,0.0
aligned,train,text,74,-0.026347230253025166,0.42198931517386956,-2.145967960357666,1.6659622192382812,0.0
aligned,train,text,75,0.04325280849148405,0.35848953210814666,-2.0480899810791016,2.017568588256836,0.0
aligned,train,text,76,-0.01145634672948775,0.36260298147689823,-1.9840412139892578,1.7561582326889038,0.0
aligned,train,text,77,0.1262551153713456,0.3201224913388166,-1.5426384210586548,2.0824015140533447,0.0
aligned,train,text,78,0.05876443255623591,0.32730219565304586,-1.6712843179702759,2.0074679851531982,0.0
aligned,train,text,79,0.03166376866304778,0.34435140498668987,-1.7168666124343872,1.8943195343017578,0.0
aligned,train,text,80,-0.059638855895145476,0.36634750707162234,-2.5352840423583984,1.9569175243377686,0.0
aligned,train,text,81,0.31332841459730854,0.43338879103414074,-2.2083961963653564,2.6257596015930176,0.0
aligned,train,text,82,-0.01682664160360205,0.37879266528030586,-2.2407262325286865,1.9956175088882446,0.0
aligned,train,text,83,0.22313446449191585,0.39022126258697043,-1.3881927728652954,2.6189792156219482,0.0
aligned,train,text,84,0.05021685364651487,0.3388470412850455,-1.3993651866912842,1.9086496829986572,0.0
aligned,train,text,85,0.0378733722847586,0.3274386390776537,-1.763917088508606,1.9370131492614746,0.0
aligned,train,text,86,-0.03776310759640692,0.3574146713101713,-2.0908572673797607,1.7829610109329224,0.0
aligned,train,text,87,0.13530136092163525,0.35344948817826877,-1.8058018684387207,1.9636588096618652,0.0
aligned,train,text,88,-0.170718544011867,0.36535397664035957,-2.1622214317321777,1.8715780973434448,0.0
aligned,train,text,89,0.3441405646781847,0.4644877967317946,-2.074896812438965,3.2056596279144287,0.0
aligned,train,text,90,-0.044386122261446975,0.3356290487322008,-2.044405221939087,1.9884403944015503,0.0
aligned,train,text,91,-0.1557954705140947,0.3346391588579043,-2.2265353202819824,1.549156904220581,0.0
aligned,train,text,92,0.08268201379607458,0.34674711822689663,-1.8861948251724243,2.2340238094329834,0.0
aligned,train,text,93,0.09987082545856489,0.29213270039797895,-1.547118902206421,1.9229122400283813,0.0
aligned,train,text,94,0.16902194320360014,0.32787154270194946,-1.5813484191894531,1.9767091274261475,0.0
aligned,train,text,95,-0.22036855755173582,0.37680541459951983,-2.4904401302337646,1.995347261428833,0.0
aligned,train,text,96,0.09608352817394201,0.4465917953849412,-1.7413265705108643,2.290972948074341,0.0
aligned,train,text,97,-0.05474656483669531,0.2999838688823065,-1.832036018371582,1.696541666984558,0.0
aligned,train,text,98,-0.13572031419849317,0.3520836105032725,-2.0944905281066895,2.24253249168396,0.0
aligned,train,text,99,0.18183523039838,0.481208153703664,-1.575480341911316,2.625685930252075,0.0
aligned,train,text,100,0.00622373455758474,0.4103674678885377,-2.2838287353515625,2.3793187141418457,0.0
aligned,train,text,101,-0.46887308296304475,0.44140389548601866,-3.104144334793091,2.4600963592529297,0.0
aligned,train,text,102,0.013819572994477268,0.3451672183462331,-2.0092790126800537,1.9736305475234985,0.0
aligned,train,text,103,-0.03992302222655804,0.3849464172472012,-2.060203790664673,1.8723286390304565,0.0
aligned,train,text,104,-0.1329244510233183,0.3846371185747071,-2.136248826980591,1.8512983322143555,0.0
aligned,train,text,105,-0.055764499126218905,0.28051445262980745,-1.8644880056381226,1.6947202682495117,0.0
aligned,train,text,106,0.1841043154789966,0.32056996597184684,-1.5735394954681396,2.0732903480529785,0.0
aligned,train,text,107,-0.07055614270325833,0.41375722369494367,-2.1470189094543457,2.2269725799560547,0.0
aligned,train,text,108,0.005483519526695029,0.35949945027869484,-1.992328405380249,2.1493184566497803,0.0
aligned,train,text,109,0.14502399351545478,0.5611780089559518,-3.603813648223877,2.0305185317993164,0.0
aligned,train,text,110,-0.05696843997314462,0.3726154008306299,-1.9890557527542114,1.7227866649627686,0.0
aligned,train,text,111,-0.011268549453286078,0.36313931297599283,-2.0523085594177246,1.6020710468292236,0.0
aligned,train,text,112,0.004785746688560881,0.3385837025680797,-1.8964765071868896,2.0336036682128906,0.0
aligned,train,text,113,-0.13122121097213302,0.3437093968408739,-2.2092204093933105,1.5327190160751343,0.0
aligned,train,text,114,-0.17577077588623333,0.32739490662404963,-2.237658739089966,1.8433890342712402,0.0
aligned,train,text,115,0.12425114582773072,0.3695352470435258,-1.8929013013839722,2.1725642681121826,0.0
aligned,train,text,116,-0.0006826411272496511,0.341333588268329,-1.765054702758789,1.8013414144515991,0.0
aligned,train,text,117,-0.12907930206777377,0.35225904389090706,-2.179166555404663,1.7379776239395142,0.0
aligned,train,text,118,0.04855453282814824,0.3848221402239,-2.019859790802002,2.029057502746582,0.0
aligned,train,text,119,0.13389885518097475,0.33096832180403396,-1.8674101829528809,2.105184316635132,0.0
aligned,train,text,120,-0.0184054232937159,0.3870039847530064,-1.9123482704162598,1.9336304664611816,0.0
aligned,train,text,121,0.03728788027900308,0.3914434846156953,-2.208892822265625,2.0981192588806152,0.0
aligned,train,text,122,0.041512507646515366,0.32202158499547306,-1.819501519203186,2.33540940284729,0.0
aligned,train,text,123,0.4978773746271789,0.4482304037792325,-1.3142855167388916,2.7849795818328857,0.0
aligned,train,text,124,0.017620628148418836,0.3198005575491762,-1.8924643993377686,1.4697617292404175,0.0
aligned,train,text,125,0.03134771502347161,0.33382113445416445,-1.6824407577514648,1.849865436553955,0.0
aligned,train,text,126,-0.06277583601018784,0.33667162657962135,-1.898416519165039,1.7834817171096802,0.0
aligned,train,text,127,0.019691907704982012,0.4338159704574575,-1.6294866800308228,2.1371870040893555,0.0
aligned,train,text,128,-0.20274893884580247,0.34511204836574605,-2.22373628616333,1.7488045692443848,0.0
aligned,train,text,129,-0.3511762008514689,0.349977229145818,-2.08390474319458,1.7772272825241089,0.0
aligned,train,text,130,0.29912117114353143,0.3736731068126985,-1.8401798009872437,2.1803383827209473,0.0
aligned,train,text,131,0.3058812770861903,0.33345499258200806,-1.6008859872817993,1.9574192762374878,0.0
aligned,train,text,132,0.2197747846996859,0.3137317656507094,-1.5270920991897583,2.0583443641662598,0.0
aligned,train,text,133,-0.1542631667005735,0.4669758113267463,-2.710526466369629,1.5638314485549927,0.0
aligned,train,text,134,-0.1511542820272767,0.3587658553071299,-2.291689395904541,1.4430186748504639,0.0
aligned,train,text,135,0.013478350529000054,0.384313213546368,-2.564483404159546,2.8230550289154053,0.0
aligned,train,text,136,0.04882391071802387,0.33496286389679913,-1.9655896425247192,1.917490839958191,0.0
aligned,train,text,137,-0.20371510881625543,0.32977714744256076,-2.3966243267059326,1.7482502460479736,0.0
aligned,train,text,138,-0.03919281622100298,0.5013839659396121,-2.4804158210754395,2.0922276973724365,0.0
aligned,train,text,139,-0.12338402000848692,0.39645386751529227,-1.6174354553222656,1.9364402294158936,0.0
aligned,train,text,140,0.036116128294063465,0.36336972851667565,-2.093944549560547,1.9901326894760132,0.0
aligned,train,text,141,0.07798059327723747,0.42939930599200504,-2.6539692878723145,2.573167085647583,0.0
aligned,train,text,142,0.20368637832860972,0.6130968515535771,-3.8774538040161133,2.345705509185791,0.0
aligned,train,text,143,-0.017869119604108568,0.4094249512135549,-2.170987129211426,2.483703374862671,0.0
aligned,train,text,144,0.04123748667673681,0.3516083636360487,-1.6543800830841064,2.031282663345337,0.0
aligned,train,text,145,-0.07905784496888847,0.35619027564102496,-1.9188307523727417,1.991316556930542,0.0
aligned,train,text,146,-0.12286359326689558,0.4178367410931109,-1.7996406555175781,1.9254815578460693,0.0
aligned,train,text,147,-0.09023512469347846,0.3900515642858156,-2.013157367706299,1.9121979475021362,0.0
aligned,train,text,148,-0.08371123341107754,0.37741139872953716,-2.147613525390625,1.8889250755310059,0.0
aligned,train,text,149,0.02172141867666471,0.34961123285533086,-2.004664182662964,2.0891847610473633,0.0
aligned,train,text,150,0.010622078857642485,0.3978325222268205,-1.71466863155365,1.8728806972503662,0.0
aligned,train,text,151,0.2531263961099165,0.3998331712292958,-1.9462897777557373,1.9430861473083496,0.0
aligned,train,text,152,-0.09537443379061475,0.30729361437149805,-1.7983030080795288,1.9269555807113647,0.0
aligned,train,text,153,-0.3709481273941992,0.396950005919088,-2.348226547241211,1.9498066902160645,0.0
aligned,train,text,154,-0.022711120989195595,0.3422132617383467,-2.0251128673553467,1.9079424142837524,0.0
