sample_id,modality,rank,position,position_score,attention_score,modality_score,text_span,start_sec,end_sec,start_frame,end_frame,representative_frame,mapping_method,mapping_confidence
01,vision,3,6,0.05485815943999285,0.04819013550877571,0.14260858052452915,replacing,2.4306569343065694,3.021897810218978,72,90,81,token_offset_proportional_fallback,0.35
01,vision,4,3,0.05393557859876966,0.0331951379776001,0.14260858052452915,wear,1.051094890510949,1.313868613138686,31,39,35,token_offset_proportional_fallback,0.35
01,vision,5,20,0.05102449174334596,0.07143814116716385,0.14260858052452915,mile,7.686131386861314,7.9489051094890515,230,238,234,token_offset_proportional_fallback,0.35
02,text,1,18,0.09068190577110243,0.09862610697746277,0.7027364704937932,misery,3.2450704225352114,3.5492957746478875,97,106,102,token_offset_proportional_fallback,0.35
02,text,2,17,0.06950840730943329,0.08156082034111023,0.7027364704937932,s,3.143661971830986,3.1943661971830988,94,95,94,token_offset_proportional_fallback,0.35
02,text,3,10,0.06389359354775093,0.08227674663066864,0.7027364704937932,happiness,1.6225352112676057,2.0788732394366196,48,62,55,token_offset_proportional_fallback,0.35
02,text,4,12,0.06268312958426131,0.08668369054794312,0.7027364704937932,not,2.230985915492958,2.383098591549296,66,71,68,token_offset_proportional_fallback,0.35
02,text,5,16,0.058325956158533004,0.023299824446439743,0.7027364704937932,’,3.092957746478873,3.143661971830986,92,94,93,token_offset_proportional_fallback,0.35
02,audio,1,1,0.05974113811307688,0.04224873706698418,0.08696156207043769,We,0.0,0.10140845070422536,0,3,2,token_offset_proportional_fallback,0.35
02,audio,2,8,0.0592274352835098,0.05895592272281647,0.08696156207043769,’,1.4704225352112676,1.5211267605633803,44,45,44,token_offset_proportional_fallback,0.35
02,audio,3,7,0.05916368510456525,0.06031109020113945,0.08696156207043769,other,1.2169014084507044,1.4704225352112676,36,44,40,token_offset_proportional_fallback,0.35
02,audio,4,2,0.058171229333565264,0.028490645810961723,0.08696156207043769,want,0.15211267605633805,0.3549295774647887,4,10,7,token_offset_proportional_fallback,0.35
02,audio,5,9,0.05708514836823073,0.061183273792266846,0.08696156207043769,s,1.5211267605633803,1.571830985915493,45,47,46,token_offset_proportional_fallback,0.35
02,vision,1,15,0.0606371597814243,0.054448943585157394,0.2103019674357692,other,2.8394366197183096,3.092957746478873,85,92,88,token_offset_proportional_fallback,0.35
02,vision,2,16,0.057296503804179486,0.053499553352594376,0.2103019674357692,’,3.092957746478873,3.143661971830986,92,94,93,token_offset_proportional_fallback,0.35
02,vision,3,17,0.05670869498360388,0.054054033011198044,0.2103019674357692,s,3.143661971830986,3.1943661971830988,94,95,94,token_offset_proportional_fallback,0.35
02,vision,4,14,0.05574666173225728,0.051609501242637634,0.2103019674357692,each,2.5859154929577466,2.788732394366197,77,83,80,token_offset_proportional_fallback,0.35
02,vision,5,6,0.05515140126680906,0.052708886563777924,0.2103019674357692,each,0.9633802816901409,1.1661971830985915,28,34,31,token_offset_proportional_fallback,0.35
03,text,1,13,0.04858463958656111,0.06871095299720764,0.5384715348423763,is,5.258741258741258,5.4825174825174825,157,164,160,token_offset_proportional_fallback,0.35
03,text,2,12,0.045569953822692806,0.047911353409290314,0.5384715348423763,think,4.5874125874125875,5.146853146853147,137,154,146,token_offset_proportional_fallback,0.35
03,text,3,11,0.03949565489080343,0.04187438637018204,0.5384715348423763,I,4.363636363636363,4.475524475524476,130,134,132,token_offset_proportional_fallback,0.35
03,text,4,26,0.037927327239646334,0.030496113002300262,0.5384715348423763,",",11.748251748251748,11.86013986013986,352,355,354,token_offset_proportional_fallback,0.35
03,text,5,10,0.03783017632530596,0.04174630716443062,0.5384715348423763,which,3.6923076923076925,4.251748251748252,110,127,118,token_offset_proportional_fallback,0.35
03,audio,1,32,0.03947814160549029,0.02711409516632557,0.15275824071487587,account,15.104895104895105,15.888111888111888,453,476,464,token_offset_proportional_fallback,0.35
03,audio,2,23,0.03545507722737216,0.04367601498961449,0.15275824071487587,income,9.622377622377622,10.293706293706293,288,308,298,token_offset_proportional_fallback,0.35
03,audio,3,33,0.03529876211465481,0.025898892432451248,0.15275824071487587,.,15.888111888111888,16.0,476,479,478,token_offset_proportional_fallback,0.35
03,audio,4,31,0.03465542174800963,0.028503665700554848,0.15275824071487587,into,14.545454545454545,14.993006993006993,436,449,442,token_offset_proportional_fallback,0.35
03,audio,5,28,0.03396792063500197,0.0254465714097023,0.15275824071487587,take,12.531468531468532,12.979020979020978,375,389,382,token_offset_proportional_fallback,0.35
03,vision,1,23,0.055531119684766754,0.03340684622526169,0.30877022444274793,income,9.622377622377622,10.293706293706293,288,308,298,token_offset_proportional_fallback,0.35
03,vision,2,21,0.05478871728246729,0.039325129240751266,0.30877022444274793,take,8.27972027972028,8.727272727272727,248,261,254,token_offset_proportional_fallback,0.35
03,vision,3,31,0.045557052041251815,0.040369145572185516,0.30877022444274793,into,14.545454545454545,14.993006993006993,436,449,442,token_offset_proportional_fallback,0.35
03,vision,4,22,0.04374161569036115,0.03677979111671448,0.30877022444274793,rental,8.839160839160838,9.51048951048951,265,285,275,token_offset_proportional_fallback,0.35
03,vision,5,24,0.043299336179665124,0.03343755006790161,0.30877022444274793,into,10.405594405594405,10.853146853146853,312,325,318,token_offset_proportional_fallback,0.35
04,text,1,18,0.05697380574393203,0.061749398708343506,0.3768903556519657,GO,6.299376947040498,6.471962616822429,188,194,191,token_offset_proportional_fallback,0.35
04,text,2,14,0.052052729222311626,0.052535559982061386,0.3768903556519657,chances,4.487227414330217,5.091277258566978,134,152,143,token_offset_proportional_fallback,0.35
04,text,3,15,0.051772463263757985,0.030108856037259102,0.3768903556519657,of,5.177570093457944,5.350155763239875,155,160,158,token_offset_proportional_fallback,0.35
04,text,4,17,0.04652692437968049,0.03587138652801514,0.3768903556519657,"""",6.213084112149533,6.299376947040498,186,188,187,token_offset_proportional_fallback,0.35
04,text,5,25,0.04637125896133782,0.05767298489809036,0.3768903556519657,not,8.88816199376947,9.147040498442367,266,274,270,token_offset_proportional_fallback,0.35
04,audio,1,11,0.05404929963689756,0.039093662053346634,0.2535616627982834,I,3.6242990654205602,3.710591900311526,108,111,110,token_offset_proportional_fallback,0.35
04,audio,2,12,0.0500690490540477,0.04394226893782616,0.2535616627982834,kiss,3.796884735202492,4.142056074766354,113,124,118,token_offset_proportional_fallback,0.35
04,audio,3,15,0.047699043212855195,0.034867629408836365,0.2535616627982834,of,5.177570093457944,5.350155763239875,155,160,158,token_offset_proportional_fallback,0.35
04,audio,4,16,0.04742077034645354,0.035509273409843445,0.2535616627982834,cheering,5.43644859813084,6.126791277258566,163,183,173,token_offset_proportional_fallback,0.35
04,audio,5,1,0.0457294801913566,0.03809817135334015,0.2535616627982834,If,0.0,0.17258566978193146,0,5,2,token_offset_proportional_fallback,0.35
04,vision,1,15,0.06376806748939169,0.06036513298749924,0.3695479815497507,of,5.177570093457944,5.350155763239875,155,160,158,token_offset_proportional_fallback,0.35
04,vision,2,14,0.0582891022154174,0.06344746798276901,0.3695479815497507,chances,4.487227414330217,5.091277258566978,134,152,143,token_offset_proportional_fallback,0.35
04,vision,3,13,0.05376775092780439,0.06299424916505814,0.3695479815497507,my,4.228348909657321,4.4009345794392525,126,132,129,token_offset_proportional_fallback,0.35
04,vision,4,11,0.05273890276183116,0.06403176486492157,0.3695479815497507,I,3.6242990654205602,3.710591900311526,108,111,110,token_offset_proportional_fallback,0.35
04,vision,5,10,0.05268241532003768,0.04801417887210846,0.3695479815497507,should,3.0202492211838003,3.5380062305295943,90,106,98,token_offset_proportional_fallback,0.35
05,text,1,2,0.09203234072878705,0.1389930099248886,0.28449415140249906,",",0.19999999999999998,0.29999999999999993,5,8,6,token_offset_proportional_fallback,0.35
05,text,2,12,0.08043895549197273,0.06977041810750961,0.28449415140249906,Red,4.1,4.3999999999999995,122,131,126,token_offset_proportional_fallback,0.35
05,text,3,13,0.07886511138498685,0.0566868893802166,0.28449415140249906,Wagon,4.5,5.0,135,149,142,token_offset_proportional_fallback,0.35
05,text,4,14,0.07608456141378572,0.06686695665121078,0.28449415140249906,Marketing,5.1,6.0,153,179,166,token_offset_proportional_fallback,0.35
05,text,5,4,0.07211089417731611,0.06414807587862015,0.28449415140249906,name,0.7,1.0999999999999999,21,32,26,token_offset_proportional_fallback,0.35
05,audio,1,4,0.08459156045068894,0.06903056055307388,0.1420768978761954,name,0.7,1.0999999999999999,21,32,26,token_offset_proportional_fallback,0.35
05,audio,2,5,0.07665078847408352,0.06777859479188919,0.1420768978761954,is,1.1999999999999997,1.4,35,41,38,token_offset_proportional_fallback,0.35
05,audio,3,6,0.07658245791287101,0.07132337242364883,0.1420768978761954,Chloe,1.5,2.0,45,59,52,token_offset_proportional_fallback,0.35
05,audio,4,7,0.07541154827692526,0.0652405172586441,0.1420768978761954,",",2.0,2.1,60,62,61,token_offset_proportional_fallback,0.35
05,audio,5,3,0.0728439626200213,0.06615427136421204,0.1420768978761954,my,0.39999999999999997,0.5999999999999999,11,17,14,token_offset_proportional_fallback,0.35
05,vision,1,2,0.0875900726853771,0.09948699921369553,0.5734289507213056,",",0.19999999999999998,0.29999999999999993,5,8,6,token_offset_proportional_fallback,0.35
05,vision,2,6,0.08289310249674348,0.08476332575082779,0.5734289507213056,Chloe,1.5,2.0,45,59,52,token_offset_proportional_fallback,0.35
05,vision,3,4,0.08269537526996082,0.10020608454942703,0.5734289507213056,name,0.7,1.0999999999999999,21,32,26,token_offset_proportional_fallback,0.35
05,vision,4,5,0.0819985960313791,0.09762241691350937,0.5734289507213056,is,1.1999999999999997,1.4,35,41,38,token_offset_proportional_fallback,0.35
05,vision,5,7,0.0816417034510221,0.08278059214353561,0.5734289507213056,",",2.0,2.1,60,62,61,token_offset_proportional_fallback,0.35
06,text,1,21,0.054619373469829514,0.09736443310976028,0.790435521407147,impressive,4.775983436853002,5.380538302277432,143,161,152,token_offset_proportional_fallback,0.35
06,text,2,13,0.04941865136897793,0.04494491592049599,0.790435521407147,just,2.5391304347826082,2.780952380952381,76,83,80,token_offset_proportional_fallback,0.35
06,text,3,6,0.044266311881866624,0.03709368780255318,0.790435521407147,fan,0.7254658385093167,0.906832298136646,21,27,24,token_offset_proportional_fallback,0.35
06,text,4,15,0.04330026291699221,0.041903506964445114,0.790435521407147,to,3.143685300207039,3.2645962732919247,94,97,96,token_offset_proportional_fallback,0.35
06,text,5,30,0.041418492177687075,0.07605741173028946,0.790435521407147,out,7.919668737060041,8.10103519668737,237,243,240,token_offset_proportional_fallback,0.35
06,audio,1,23,0.04428719696305171,0.0354672446846962,0.10272694835645572,moves,5.803726708074533,6.106004140786749,174,183,178,token_offset_proportional_fallback,0.35
06,audio,2,25,0.04302095554870488,0.03829815238714218,0.10272694835645572,you,6.4687370600414065,6.650103519668736,194,199,196,token_offset_proportional_fallback,0.35
06,audio,3,24,0.0400096943607743,0.03651541844010353,0.10272694835645572,then,6.166459627329192,6.408281573498965,184,192,188,token_offset_proportional_fallback,0.35
06,audio,4,21,0.039967433317992955,0.031924039125442505,0.10272694835645572,impressive,4.775983436853002,5.380538302277432,143,161,152,token_offset_proportional_fallback,0.35
06,audio,5,22,0.039395268013220734,0.03485831245779991,0.10272694835645572,dance,5.440993788819875,5.7432712215320905,163,172,168,token_offset_proportional_fallback,0.35
06,vision,1,10,0.03696369563837852,0.024488873779773712,0.1068375302363972,that,1.813664596273292,2.055486542443064,54,61,58,token_offset_proportional_fallback,0.35
06,vision,2,16,0.03628870391571894,0.022068286314606667,0.1068375302363972,watch,3.325051759834368,3.627329192546584,99,108,104,token_offset_proportional_fallback,0.35
06,vision,3,11,0.03557227447126332,0.0251300185918808,0.1068375302363972,sense,2.115942028985507,2.4182194616977224,63,72,68,token_offset_proportional_fallback,0.35
06,vision,4,15,0.03544320335357892,0.02387007139623165,0.1068375302363972,to,3.143685300207039,3.2645962732919247,94,97,96,token_offset_proportional_fallback,0.35
06,vision,5,12,0.034591720366125206,0.025448409840464592,0.1068375302363972,",",2.4182194616977224,2.4786749482401653,72,74,73,token_offset_proportional_fallback,0.35
07,text,1,21,0.037689151908347276,0.037455201148986816,0.6883905867489715,enthusiastically,8.66404958677686,10.257438016528926,259,307,283,token_offset_proportional_fallback,0.35
07,text,2,12,0.033143734596921985,0.022464308887720108,0.6883905867489715,reports,4.182644628099173,4.879752066115703,125,146,136,token_offset_proportional_fallback,0.35
07,text,3,14,0.0314647109463312,0.01874801702797413,0.6883905867489715,our,5.27809917355372,5.576859504132232,158,167,162,token_offset_proportional_fallback,0.35
07,text,4,15,0.031250098165128894,0.02084939368069172,0.6883905867489715,November,5.676446280991736,6.473140495867769,170,194,182,token_offset_proportional_fallback,0.35
07,text,5,13,0.030938355379967926,0.02096056379377842,0.6883905867489715,in,4.979338842975206,5.178512396694215,149,155,152,token_offset_proportional_fallback,0.35
07,audio,1,8,0.02766081810483254,0.02542608045041561,0.10809631966467721,Michael,2.6888429752066116,3.385950413223141,80,101,90,token_offset_proportional_fallback,0.35
07,audio,2,7,0.02738039192912473,0.023987270891666412,0.10809631966467721,editor,1.9917355371900827,2.5892561983471074,59,77,68,token_offset_proportional_fallback,0.35
07,audio,3,32,0.026551921656645085,0.0313054621219635,0.10809631966467721,of,15.734710743801653,15.933884297520661,472,478,475,token_offset_proportional_fallback,0.35
07,audio,4,12,0.02553353932628276,0.023976044729351997,0.10809631966467721,reports,4.182644628099173,4.879752066115703,125,146,136,token_offset_proportional_fallback,0.35
07,audio,5,24,0.025068635932490875,0.019875509664416313,0.10809631966467721,topics,11.751239669421489,12.348760330578513,352,370,361,token_offset_proportional_fallback,0.35
07,vision,1,35,0.03099518105961531,0.02289287932217121,0.20351309358635133,",",17.12892561983471,17.228512396694217,513,516,514,token_offset_proportional_fallback,0.35
07,vision,2,34,0.030112209111362472,0.023664169013500214,0.20351309358635133,shows,16.63099173553719,17.12892561983471,498,513,506,token_offset_proportional_fallback,0.35
07,vision,3,36,0.029899889462129008,0.022420024499297142,0.20351309358635133,and,17.32809917355372,17.62685950413223,519,528,524,token_offset_proportional_fallback,0.35
07,vision,4,33,0.02906052247693495,0.01987948641180992,0.20351309358635133,stamp,16.033471074380166,16.531404958677687,481,495,488,token_offset_proportional_fallback,0.35
07,vision,5,43,0.027802589075115666,0.03323681652545929,0.20351309358635133,",",21.21198347107438,21.311570247933886,636,639,638,token_offset_proportional_fallback,0.35
08,text,1,2,0.15056254824523582,0.21514776349067688,0.7545369862516675,brings,0.6322751322751323,1.391005291005291,18,41,30,token_offset_proportional_fallback,0.35
08,text,2,4,0.13092652980597078,0.13486869633197784,0.7545369862516675,to,1.8968253968253967,2.14973544973545,56,64,60,token_offset_proportional_fallback,0.35
08,text,3,10,0.10009871133829304,0.09213221818208694,0.7545369862516675,Grand,6.06984126984127,6.702116402116403,182,201,192,token_offset_proportional_fallback,0.35
08,text,4,5,0.09352221027785824,0.08370459079742432,0.7545369862516675,tonight,2.276190476190476,3.1613756613756614,68,94,81,token_offset_proportional_fallback,0.35
08,text,5,1,0.08631922391353529,0.10617626458406448,0.7545369862516675,That,0.0,0.5058201058201058,0,15,8,token_offset_proportional_fallback,0.35
08,audio,1,1,0.10578553576739745,0.11161363869905472,0.08817889612136681,That,0.0,0.5058201058201058,0,15,8,token_offset_proportional_fallback,0.35
08,audio,2,6,0.09476066267773349,0.08549752831459045,0.08817889612136681,",",3.1613756613756614,3.2878306878306875,94,98,96,token_offset_proportional_fallback,0.35
08,audio,3,2,0.0947335549084745,0.110820472240448,0.08817889612136681,brings,0.6322751322751323,1.391005291005291,18,41,30,token_offset_proportional_fallback,0.35
08,audio,4,3,0.09252165962457314,0.06808491796255112,0.08817889612136681,us,1.5174603174603174,1.7703703703703704,45,53,49,token_offset_proportional_fallback,0.35
08,audio,5,10,0.09165804886062232,0.11230184882879257,0.08817889612136681,Grand,6.06984126984127,6.702116402116403,182,201,192,token_offset_proportional_fallback,0.35
08,vision,1,6,0.10680050328402765,0.09578670561313629,0.15728411762696573,",",3.1613756613756614,3.2878306878306875,94,98,96,token_offset_proportional_fallback,0.35
08,vision,2,9,0.10213195959928119,0.09171921759843826,0.15728411762696573,Design,5.184656084656084,5.943386243386244,155,178,166,token_offset_proportional_fallback,0.35
08,vision,3,7,0.10191630066876423,0.09281642735004425,0.15728411762696573,the,3.414285714285714,3.7936507936507935,102,113,108,token_offset_proportional_fallback,0.35
08,vision,4,8,0.10017313130109176,0.09338704496622086,0.15728411762696573,Universal,3.92010582010582,5.058201058201059,117,151,134,token_offset_proportional_fallback,0.35
08,vision,5,5,0.10016643266304291,0.09916757792234421,0.15728411762696573,tonight,2.276190476190476,3.1613756613756614,68,94,81,token_offset_proportional_fallback,0.35
09,text,1,15,0.09278482410827464,0.09146545827388763,0.7654237057971409,would,7.415625,8.2984375,222,248,235,token_offset_proportional_fallback,0.35
09,text,2,12,0.0772356772611273,0.058659013360738754,0.7654237057971409,all,6.1796875,6.7093750000000005,185,201,193,token_offset_proportional_fallback,0.35
09,text,3,13,0.07549655115519305,0.049904078245162964,0.7654237057971409,",",6.7093750000000005,6.885937500000001,201,206,204,token_offset_proportional_fallback,0.35
09,text,4,8,0.06892756305968507,0.0804653912782669,0.7654237057971409,like,2.825,3.53125,84,105,94,token_offset_proportional_fallback,0.35
09,text,5,11,0.06877063606972297,0.05533842742443085,0.7654237057971409,at,5.65,6.003125000000001,169,180,174,token_offset_proportional_fallback,0.35
09,audio,1,17,0.0704545309066261,0.07946747541427612,0.1029539237428031,recommend,9.18125,10.770312500000001,275,323,299,token_offset_proportional_fallback,0.35
09,audio,2,12,0.06754469457305186,0.04813188314437866,0.1029539237428031,all,6.1796875,6.7093750000000005,185,201,193,token_offset_proportional_fallback,0.35
09,audio,3,13,0.06408633509453546,0.046640656888484955,0.1029539237428031,",",6.7093750000000005,6.885937500000001,201,206,204,token_offset_proportional_fallback,0.35
09,audio,4,10,0.05816230039580112,0.04995834827423096,0.1029539237428031,movie,4.590625,5.4734375,137,164,150,token_offset_proportional_fallback,0.35
09,audio,5,18,0.05549221939089439,0.06653257459402084,0.1029539237428031,it,10.946875,11.3,328,338,333,token_offset_proportional_fallback,0.35
09,vision,1,9,0.06648832231820803,0.04680074751377106,0.13162237046005598,this,3.7078125,4.4140625,111,132,122,token_offset_proportional_fallback,0.35
09,vision,2,16,0.06456783069736681,0.06326916068792343,0.13162237046005598,not,8.475000000000001,9.004687500000001,254,270,262,token_offset_proportional_fallback,0.35
09,vision,3,17,0.06315873688630766,0.0694073960185051,0.13162237046005598,recommend,9.18125,10.770312500000001,275,323,299,token_offset_proportional_fallback,0.35
09,vision,4,10,0.06264040943240824,0.042362794280052185,0.13162237046005598,movie,4.590625,5.4734375,137,164,150,token_offset_proportional_fallback,0.35
09,vision,5,15,0.058353726618367976,0.046448733657598495,0.13162237046005598,would,7.415625,8.2984375,222,248,235,token_offset_proportional_fallback,0.35
10,text,1,28,0.07053352153572533,0.08599311858415604,0.7646585354984103,was,9.237726098191215,9.489664082687339,277,284,280,token_offset_proportional_fallback,0.35
10,text,2,29,0.06854110607287843,0.08819686621427536,0.7646585354984103,pretty,9.573643410852712,10.077519379844961,287,302,294,token_offset_proportional_fallback,0.35
10,text,3,30,0.052725768680945514,0.06574556231498718,0.7646585354984103,terrible,10.161498708010337,10.833333333333334,304,324,314,token_offset_proportional_fallback,0.35
10,text,4,13,0.04833475628037829,0.05238362401723862,0.7646585354984103,fluffy,3.6111111111111116,4.11498708010336,108,123,116,token_offset_proportional_fallback,0.35
10,text,5,14,0.043420537756758394,0.042636655271053314,0.7646585354984103,chick,4.198966408268735,4.618863049095608,125,138,132,token_offset_proportional_fallback,0.35
10,audio,1,8,0.04227286687553375,0.040704820305109024,0.07789876121822775,really,1.7635658914728682,2.2674418604651163,52,68,60,token_offset_proportional_fallback,0.35
10,audio,2,5,0.040010393487458475,0.030192382633686066,0.07789876121822775,you,0.8397932816537469,1.0917312661498708,25,32,28,token_offset_proportional_fallback,0.35
10,audio,3,29,0.03977135761792162,0.03167785331606865,0.07789876121822775,pretty,9.573643410852712,10.077519379844961,287,302,294,token_offset_proportional_fallback,0.35
10,audio,4,11,0.03898994880546361,0.029931949451565742,0.07789876121822775,to,3.0232558139534884,3.1912144702842378,90,95,92,token_offset_proportional_fallback,0.35
10,audio,5,6,0.03888557286007911,0.036971159279346466,0.07789876121822775,know,1.1757105943152457,1.5116279069767442,35,45,40,token_offset_proportional_fallback,0.35
10,vision,1,25,0.04009314481959356,0.03876746818423271,0.1574427032833619,but,8.145994832041344,8.39793281653747,244,251,248,token_offset_proportional_fallback,0.35
10,vision,2,23,0.039733920273759334,0.03270496428012848,0.1574427032833619,against,7.054263565891473,7.642118863049096,211,229,220,token_offset_proportional_fallback,0.35
10,vision,3,4,0.038576939074879864,0.03953607752919197,0.1574427032833619,And,0.5038759689922481,0.7558139534883721,15,22,18,token_offset_proportional_fallback,0.35
10,vision,4,24,0.03769809746429742,0.03386041894555092,0.1574427032833619,that,7.726098191214471,8.062015503875969,231,241,236,token_offset_proportional_fallback,0.35
10,vision,5,2,0.037692449347869125,0.03266342356801033,0.1574427032833619,umm,0.08397932816537468,0.3359173126614987,2,10,6,token_offset_proportional_fallback,0.35
11,text,1,2,0.10823453789087857,0.17270778119564056,0.9495296217004147,would,0.3737704918032787,1.3081967213114754,11,39,25,token_offset_proportional_fallback,0.35
11,text,2,5,0.09840261000036081,0.15546607971191406,0.9495296217004147,to,3.5508196721311474,3.9245901639344263,106,117,112,token_offset_proportional_fallback,0.35
11,text,3,3,0.08471082483725284,0.14877279102802277,0.9495296217004147,be,1.4950819672131148,1.8688524590163935,44,56,50,token_offset_proportional_fallback,0.35
11,text,4,4,0.08117687652690246,0.09590312838554382,0.9495296217004147,ashamed,2.055737704918033,3.3639344262295086,61,100,80,token_offset_proportional_fallback,0.35
11,text,5,12,0.07709199692872366,0.044108375906944275,0.9495296217004147,was,8.78360655737705,9.344262295081966,263,280,272,token_offset_proportional_fallback,0.35
11,audio,1,12,0.1015054550238136,0.08263097703456879,0.011510014034461379,was,8.78360655737705,9.344262295081966,263,280,272,token_offset_proportional_fallback,0.35
11,audio,2,11,0.10139606390494853,0.0818127691745758,0.011510014034461379,I,8.40983606557377,8.59672131147541,252,257,254,token_offset_proportional_fallback,0.35
11,audio,3,10,0.08929095495161027,0.080223947763443,0.011510014034461379,if,7.849180327868853,8.222950819672132,235,246,240,token_offset_proportional_fallback,0.35
11,audio,4,13,0.08005828688577676,0.08544076979160309,0.011510014034461379,a,9.531147540983607,9.718032786885248,285,291,288,token_offset_proportional_fallback,0.35
11,audio,5,8,0.07901926545680395,0.05815811827778816,0.011510014034461379,this,5.980327868852459,6.727868852459017,179,201,190,token_offset_proportional_fallback,0.35
11,vision,1,2,0.08630477579602763,0.05402632802724838,0.038960364265123955,would,0.3737704918032787,1.3081967213114754,11,39,25,token_offset_proportional_fallback,0.35
11,vision,2,3,0.08231033608939588,0.07242096960544586,0.038960364265123955,be,1.4950819672131148,1.8688524590163935,44,56,50,token_offset_proportional_fallback,0.35
11,vision,3,4,0.07874938852672676,0.06718458980321884,0.038960364265123955,ashamed,2.055737704918033,3.3639344262295086,61,100,80,token_offset_proportional_fallback,0.35
11,vision,4,5,0.07717376596481597,0.0780634880065918,0.038960364265123955,to,3.5508196721311474,3.9245901639344263,106,117,112,token_offset_proportional_fallback,0.35
11,vision,5,1,0.07206750563130317,0.06497171521186829,0.038960364265123955,I,0.0,0.18688524590163935,0,5,2,token_offset_proportional_fallback,0.35
12,text,1,40,0.033942860500098274,0.02638494223356247,0.8461953033504513,very,19.31774193548387,19.754301075268817,579,592,586,token_offset_proportional_fallback,0.35
12,text,2,41,0.03369116820408378,0.04145893454551697,0.8461953033504513,low,19.863440860215054,20.190860215053764,595,605,600,token_offset_proportional_fallback,0.35
12,text,3,18,0.03292185866290548,0.03655773028731346,0.8461953033504513,own,9.276881720430108,9.604301075268818,278,288,283,token_offset_proportional_fallback,0.35
12,text,4,12,0.03190051298029873,0.04279138892889023,0.8461953033504513,usually,6.111827956989247,6.875806451612903,183,206,194,token_offset_proportional_fallback,0.35
12,text,5,39,0.03181905218122738,0.026687193661928177,0.8461953033504513,is,18.990322580645163,19.208602150537637,569,576,572,token_offset_proportional_fallback,0.35
12,audio,1,12,0.032260026060116624,0.024978032335639,0.059862420486338976,usually,6.111827956989247,6.875806451612903,183,206,194,token_offset_proportional_fallback,0.35
12,audio,2,13,0.03193448241447868,0.02378961443901062,0.059862420486338976,by,6.98494623655914,7.203225806451613,209,216,212,token_offset_proportional_fallback,0.35
12,audio,3,10,0.02919522191209339,0.01983162946999073,0.059862420486338976,",",5.456989247311828,5.566129032258064,163,166,164,token_offset_proportional_fallback,0.35
12,audio,4,11,0.02847396455922753,0.023462394252419472,0.059862420486338976,but,5.6752688172043015,6.002688172043011,170,180,175,token_offset_proportional_fallback,0.35
12,audio,5,9,0.027864601365283726,0.019950980320572853,0.059862420486338976,credit,4.802150537634409,5.456989247311828,144,163,154,token_offset_proportional_fallback,0.35
12,vision,1,20,0.0305455597640272,0.03859281539916992,0.09394227616320969,or,9.82258064516129,10.040860215053764,294,301,298,token_offset_proportional_fallback,0.35
12,vision,2,12,0.029874671131589557,0.021461470052599907,0.09394227616320969,usually,6.111827956989247,6.875806451612903,183,206,194,token_offset_proportional_fallback,0.35
12,vision,3,21,0.028812595118177714,0.03304314613342285,0.09394227616320969,perhaps,10.15,10.913978494623656,304,327,316,token_offset_proportional_fallback,0.35
12,vision,4,14,0.028598515657591646,0.030627725645899773,0.09394227616320969,no,7.3123655913978505,7.530645161290323,219,225,222,token_offset_proportional_fallback,0.35
12,vision,5,34,0.027908396198927706,0.03973797336220741,0.09394227616320969,g,16.698387096774194,16.80752688172043,500,504,502,token_offset_proportional_fallback,0.35
